#area is 3930.286square degrees
#effective area is 2971.75669802069square degrees
#zmid zlow zhigh n(z) Nbin Vol_bin
1.1950000524520874 1.19 1.2 0.0004897641275801056 44833.0 91539983.17826398
1.2050000429153442 1.2 1.21 0.0004759539516125258 43821.0 92069831.2337465
1.215000033378601 1.21 1.22 0.0004795469328179253 44402.0 92591562.91352734
1.225000023841858 1.22 1.23 0.00047210666730773166 43956.0 93106077.59612153
1.2350000143051147 1.23 1.24 0.00046267154613610477 43312.0 93612845.57416645
1.2450000047683716 1.24 1.25 0.00045634980628268926 42948.0 94112015.40731135
1.2549999952316284 1.25 1.26 0.00045175796305216336 42738.0 94603755.76172224
1.2649999856948853 1.26 1.27 0.0004502660597726748 42815.0 95088224.1082438
1.274999976158142 1.27 1.28 0.00044526700252926706 42552.0 95565132.28757186
1.284999966621399 1.28 1.29 0.0004446938055304184 42706.0 96034618.5822433
1.2949999570846558 1.29 1.3 0.00043316248982231634 41799.0 96497275.2307015
1.3049999475479126 1.3 1.31 0.0004270849493435152 41407.0 96952608.75769074
1.315000057220459 1.31 1.32 0.0004362763250771164 42494.0 97401572.2546685
1.3250000476837158 1.32 1.33 0.0004300519834637409 42077.0 97841660.12002046
1.3350000381469727 1.33 1.34 0.0004190756235535381 41185.0 98275818.69537802
1.3450000286102295 1.34 1.35 0.0004111727540712707 40584.0 98703038.0737858
1.3550000190734863 1.35 1.36 0.0004078347522622089 40426.0 99123480.22271761
1.3650000095367432 1.36 1.37 0.00040498549737518744 40311.0 99536897.64513963
1.375 1.37 1.38 0.00039298247550353113 39276.0 99943387.93269444
1.3849999904632568 1.38 1.39 0.00039919641562679984 40057.0 100344087.35134643
1.3949999809265137 1.39 1.4 0.0003867896937814259 38964.0 100736913.69351347
1.4049999713897705 1.4 1.41 0.00038865963997097364 39303.0 101124469.73638754
1.4149999618530273 1.41 1.42 0.0003764950332845433 38216.0 101504659.08302574
1.4249999523162842 1.42 1.43 0.00037746893105579474 38456.0 101878583.47026636
1.434999942779541 1.43 1.44 0.0003755685271254418 38401.0 102247651.83045775
1.4450000524520874 1.44 1.45 0.0003654787074348477 37501.0 102607892.70927675
1.4550000429153442 1.45 1.46 0.0003613138749427557 37202.0 102963109.30736898
1.465000033378601 1.46 1.47 0.00035339477842071795 36510.0 103312222.56072696
1.475000023841858 1.47 1.48 0.00035194508143373605 36481.0 103655376.7178264
1.4850000143051147 1.48 1.49 0.0003515857774349774 36562.0 103991692.34529632
1.4950000047683716 1.49 1.5 0.0003378359237435794 35244.0 104322831.06384662
1.5049999952316284 1.5 1.51 0.00025473908236555424 26658.0 104648253.23404984
1.5149999856948853 1.51 1.52 0.0002511365047149474 26361.0 104966818.86180213
1.524999976158142 1.52 1.53 0.00024860218645106417 26173.0 105280650.88096881
1.534999966621399 1.53 1.54 0.00024219505981769602 25573.0 105588446.0205307
1.5449999570846558 1.54 1.55 0.00024246874167708243 25675.0 105889937.90462987
1.5549999475479126 1.55 1.56 0.0002312532507799268 24556.0 106186615.39754452
1.565000057220459 1.56 1.57 0.00023180184226773728 24682.0 106478877.64192846
1.5750000476837158 1.57 1.58 0.00023045430014860595 24604.0 106763032.7754109
1.5850000381469727 1.58 1.59 0.00023045875342382944 24669.0 107043015.86944723
1.5950000286102295 1.59 1.6 0.0002265796071477738 24316.0 107317689.82254991
